Iteration,VPR 1.1,VPR 1.0,VPR 0.95,VPR 0.9,VPR 0.85,VPR 0.8,Resol 1.1,Resol 1.0,Resol 0.95,Resol 0.9,Resol 0.85,Resol 0.8
1,0.009000000000000008,-0.006000000000000005,0.0010000000000000009,0.0,0.0050000000000000044,-0.0020000000000000018,3.299999999999997,6.600000000000001,-2.3,0.0,-1.6,0.0
2,0.0020000000000000018,-0.0030000000000000027,0.0010000000000000009,0.0020000000000000018,0.0020000000000000018,-0.006000000000000005,0.0,3.299999999999997,2.200000000000003,0.0,0.0,0.0
3,-0.009000000000000008,-0.01100000000000001,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,-0.0030000000000000027,0.0,0.0,0.0,0.0,-3.1999999999999993,0.0
4,0.0040000000000000036,-0.018000000000000016,0.0040000000000000036,-0.0020000000000000018,0.0040000000000000036,-0.0030000000000000027,0.0,3.299999999999997,-2.200000000000003,0.0,-1.6000000000000014,6.300000000000001
5,0.0050000000000000044,-0.02100000000000002,0.0010000000000000009,0.0,0.008000000000000007,-0.0030000000000000027,3.4000000000000057,3.299999999999997,-2.299999999999997,0.0,-6.399999999999999,6.300000000000001
6,0.0030000000000000027,0.0020000000000000018,0.0050000000000000044,0.0040000000000000036,0.009000000000000008,-0.0010000000000000009,0.0,0.0,0.0,0.0,-4.699999999999999,3.1999999999999993
7,0.006000000000000005,-0.0010000000000000009,0.007000000000000006,0.0030000000000000027,0.0010000000000000009,0.0,0.0,-3.4000000000000057,-2.200000000000003,-2.200000000000003,-1.6000000000000014,6.300000000000001
8,-0.020000000000000018,-0.0030000000000000027,0.008000000000000007,0.0030000000000000027,-0.006000000000000005,-0.0010000000000000009,3.299999999999997,0.0,0.0,0.0,0.0,4.699999999999996
9,-0.024999999999999967,-0.0030000000000000027,0.006999999999999951,0.0020000000000000018,-0.02300000000000002,0.0010000000000000009,3.299999999999997,0.0,2.299999999999997,2.200000000000003,3.200000000000003,3.099999999999998
10,0.008000000000000007,-0.0020000000000000018,0.008000000000000007,0.006000000000000005,-0.025000000000000022,0.0030000000000000027,-3.299999999999997,0.0,0.0,0.0,4.800000000000004,3.099999999999998
